Date,Location,Highest Infection Count,Percent Population Infected,Population
9/8/2020,North Macedonia,15226,0.730831629,2083380
9/9/2020,North Macedonia,15293,0.734047557,2083380
9/10/2020,North Macedonia,15414,0.739855427,2083380
9/11/2020,North Macedonia,15555,0.746623276,2083380
9/12/2020,North Macedonia,15694,0.753295126,2083380
9/13/2020,North Macedonia,15791,0.757951022,2083380
9/14/2020,North Macedonia,15827,0.759678983,2083380
9/15/2020,North Macedonia,15925,0.764382878,2083380
9/16/2020,North Macedonia,16088,0.772206703,2083380
9/17/2020,North Macedonia,16274,0.781134503,2083380
9/18/2020,North Macedonia,16417,0.787998349,2083380
9/19/2020,North Macedonia,16557,0.794718198,2083380
9/20/2020,North Macedonia,16735,0.803262007,2083380
9/21/2020,North Macedonia,16780,0.805421959,2083380
9/22/2020,North Macedonia,16867,0.809597865,2083380
9/23/2020,North Macedonia,17049,0.818333669,2083380
9/24/2020,North Macedonia,17200,0.825581507,2083380
9/25/2020,North Macedonia,17343,0.832445353,2083380
9/26/2020,North Macedonia,17483,0.839165203,2083380
9/27/2020,North Macedonia,17629,0.846173046,2083380
9/28/2020,North Macedonia,17674,0.848332997,2083380
9/29/2020,North Macedonia,17786,0.853708877,2083380
9/30/2020,North Macedonia,17977,0.862876672,2083380
10/1/2020,North Macedonia,18138,0.870604498,2083380
10/2/2020,North Macedonia,18363,0.881404257,2083380
10/3/2020,North Macedonia,18602,0.892876000,2083380
10/4/2020,North Macedonia,18790,0.901899797,2083380
10/5/2020,North Macedonia,18873,0.905883708,2083380
10/6/2020,North Macedonia,19096,0.916587468,2083380
10/7/2020,North Macedonia,19413,0.931803128,2083380
10/8/2020,North Macedonia,19777,0.949274736,2083380
10/9/2020,North Macedonia,20163,0.967802321,2083380
10/10/2020,North Macedonia,20555,0.986617900,2083380
10/11/2020,North Macedonia,20937,1.004953489,2083380
10/12/2020,North Macedonia,21113,1.013401300,2083380
10/13/2020,North Macedonia,21193,1.017241214,2083380
10/14/2020,North Macedonia,21636,1.038504737,2083380
10/15/2020,North Macedonia,22170,1.064136163,2083380
10/16/2020,North Macedonia,22607,1.085111693,2083380
10/17/2020,North Macedonia,23201,1.113623055,2083380
10/18/2020,North Macedonia,23628,1.134118596,2083380
10/19/2020,North Macedonia,23788,1.141798424,2083380
10/20/2020,North Macedonia,24196,1.161381985,2083380
10/21/2020,North Macedonia,24836,1.192101297,2083380
10/22/2020,North Macedonia,25473,1.222676612,2083380
10/23/2020,North Macedonia,25991,1.247540055,2083380
10/24/2020,North Macedonia,26394,1.266883622,2083380
10/25/2020,North Macedonia,26954,1.293763020,2083380
10/26/2020,North Macedonia,27199,1.305522756,2083380
10/27/2020,North Macedonia,27827,1.335666081,2083380
10/28/2020,North Macedonia,28697,1.377425146,2083380
10/29/2020,North Macedonia,29558,1.418752220,2083380
10/30/2020,North Macedonia,30488,1.463391220,2083380
10/31/2020,North Macedonia,31572,1.515422055,2083380
11/1/2020,North Macedonia,32436,1.556893126,2083380
11/2/2020,North Macedonia,32997,1.583820522,2083380
11/3/2020,North Macedonia,33908,1.627547543,2083380
11/4/2020,North Macedonia,35097,1.684618265,2083380
11/5/2020,North Macedonia,36372,1.745816894,2083380
11/6/2020,North Macedonia,37499,1.799911682,2083380
11/7/2020,North Macedonia,38782,1.861494303,2083380
11/8/2020,North Macedonia,39760,1.908437251,2083380
11/9/2020,North Macedonia,40275,1.933156697,2083380
11/10/2020,North Macedonia,41222,1.978611679,2083380
11/11/2020,North Macedonia,42540,2.041874262,2083380
11/12/2020,North Macedonia,43835,2.104032870,2083380
11/13/2020,North Macedonia,44898,2.155055727,2083380
11/14/2020,North Macedonia,46062,2.210926475,2083380
11/15/2020,North Macedonia,47050,2.258349413,2083380
11/16/2020,North Macedonia,47636,2.286476783,2083380
11/17/2020,North Macedonia,48613,2.333371732,2083380
11/18/2020,North Macedonia,50015,2.400666225,2083380
11/19/2020,North Macedonia,51213,2.458168937,2083380
11/20/2020,North Macedonia,52449,2.517495608,2083380
11/21/2020,North Macedonia,53631,2.574230337,2083380
11/22/2020,North Macedonia,54743,2.627605142,2083380
11/23/2020,North Macedonia,55127,2.646036729,2083380
11/24/2020,North Macedonia,56164,2.695811614,2083380
11/25/2020,North Macedonia,57451,2.757586230,2083380
11/26/2020,North Macedonia,58608,2.813120986,2083380
11/27/2020,North Macedonia,59701,2.865583811,2083380
11/28/2020,North Macedonia,60723,2.914638712,2083380
11/29/2020,North Macedonia,61543,2.953997830,2083380
11/30/2020,North Macedonia,61878,2.970077470,2083380
12/1/2020,North Macedonia,62945,3.021292323,2083380
12/2/2020,North Macedonia,63890,3.066651307,2083380
12/3/2020,North Macedonia,65231,3.131017865,2083380
12/4/2020,North Macedonia,66330,3.183768684,2083380
12/5/2020,North Macedonia,67311,3.230855629,2083380
12/6/2020,North Macedonia,67968,3.262390922,2083380
12/7/2020,North Macedonia,68332,3.279862531,2083380
12/8/2020,North Macedonia,69452,3.333621327,2083380
12/9/2020,North Macedonia,69954,3.357716787,2083380
12/10/2020,North Macedonia,70883,3.402307788,2083380
12/11/2020,North Macedonia,72044,3.458034540,2083380
12/12/2020,North Macedonia,73025,3.505121485,2083380
12/13/2020,North Macedonia,73638,3.534544826,2083380
12/14/2020,North Macedonia,73851,3.544768597,2083380
12/15/2020,North Macedonia,74732,3.587055650,2083380
12/16/2020,North Macedonia,75597,3.628574720,2083380
12/17/2020,North Macedonia,76251,3.659966017,2083380
12/18/2020,North Macedonia,77134,3.702349067,2083380
12/19/2020,North Macedonia,77949,3.741468191,2083380
12/20/2020,North Macedonia,78305,3.758555808,2083380
12/21/2020,North Macedonia,78434,3.764747670,2083380
12/22/2020,North Macedonia,79190,3.801034857,2083380
12/23/2020,North Macedonia,79815,3.831034185,2083380
12/24/2020,North Macedonia,80407,3.859449548,2083380
12/25/2020,North Macedonia,80896,3.882921023,2083380
12/26/2020,North Macedonia,81425,3.908312454,2083380
12/27/2020,North Macedonia,81721,3.922520136,2083380
12/28/2020,North Macedonia,81804,3.926504046,2083380
12/29/2020,North Macedonia,82301,3.950359512,2083380
12/30/2020,North Macedonia,82794,3.974022982,2083380
12/31/2020,North Macedonia,83329,3.999702407,2083380
1/1/2021,North Macedonia,83743,4.019573962,2083380
1/2/2021,North Macedonia,83789,4.021781912,2083380
1/3/2021,North Macedonia,84024,4.033061659,2083380
1/4/2021,North Macedonia,84129,4.038101547,2083380
1/5/2021,North Macedonia,84709,4.065940923,2083380
1/6/2021,North Macedonia,85328,4.095652257,2083380
1/7/2021,North Macedonia,85494,4.103620079,2083380
1/8/2021,North Macedonia,85594,4.108419971,2083380
1/9/2021,North Macedonia,86150,4.135107374,2083380
1/10/2021,North Macedonia,86494,4.151619004,2083380
1/11/2021,North Macedonia,86597,4.156562893,2083380
1/12/2021,North Macedonia,87117,4.181522334,2083380
1/13/2021,North Macedonia,87590,4.204225825,2083380
1/14/2021,North Macedonia,87986,4.223233400,2083380
1/15/2021,North Macedonia,88389,4.242576966,2083380
1/16/2021,North Macedonia,88749,4.259856579,2083380
1/17/2021,North Macedonia,88938,4.268928376,2083380
1/18/2021,North Macedonia,88992,4.271520318,2083380
1/19/2021,North Macedonia,89392,4.290719888,2083380
1/20/2021,North Macedonia,89463,4.294127812,2083380
1/21/2021,North Macedonia,89817,4.311119431,2083380
1/22/2021,North Macedonia,90124,4.325855101,2083380
1/23/2021,North Macedonia,90471,4.342510728,2083380
1/24/2021,North Macedonia,90654,4.351294531,2083380
1/25/2021,North Macedonia,90717,4.354318463,2083380
1/26/2021,North Macedonia,91161,4.375629986,2083380
1/27/2021,North Macedonia,91555,4.394541562,2083380
1/28/2021,North Macedonia,91891,4.410669201,2083380
1/29/2021,North Macedonia,92193,4.425164876,2083380
1/30/2021,North Macedonia,92518,4.440764527,2083380
1/31/2021,North Macedonia,92693,4.449164339,2083380
2/1/2021,North Macedonia,92753,4.452044274,2083380
2/2/2021,North Macedonia,93160,4.471579837,2083380
2/3/2021,North Macedonia,93510,4.488379460,2083380
2/4/2021,North Macedonia,93882,4.506235060,2083380
2/5/2021,North Macedonia,94196,4.521306723,2083380
2/6/2021,North Macedonia,94599,4.540650289,2083380
2/7/2021,North Macedonia,94798,4.550202075,2083380
2/8/2021,North Macedonia,94871,4.553705997,2083380
2/9/2021,North Macedonia,95347,4.576553485,2083380
2/10/2021,North Macedonia,95736,4.595225067,2083380
2/11/2021,North Macedonia,96152,4.615192620,2083380
2/12/2021,North Macedonia,96518,4.632760226,2083380
2/13/2021,North Macedonia,96872,4.649751846,2083380
2/14/2021,North Macedonia,97052,4.658391652,2083380
2/15/2021,North Macedonia,97101,4.660743599,2083380
2/16/2021,North Macedonia,97456,4.677783218,2083380
2/17/2021,North Macedonia,97803,4.694438845,2083380
2/18/2021,North Macedonia,98174,4.712246446,2083380
2/19/2021,North Macedonia,98584,4.731926005,2083380
2/20/2021,North Macedonia,99031,4.753381524,2083380
2/21/2021,North Macedonia,99285,4.765573251,2083380
2/22/2021,North Macedonia,99408,4.771477119,2083380
2/23/2021,North Macedonia,99917,4.795908572,2083380
2/24/2021,North Macedonia,100632,4.830227803,2083380
2/25/2021,North Macedonia,101214,4.858163177,2083380
2/26/2021,North Macedonia,101762,4.884466588,2083380
2/27/2021,North Macedonia,102482,4.919025814,2083380
2/28/2021,North Macedonia,102787,4.933665486,2083380
3/1/2021,North Macedonia,103020,4.944849235,2083380
3/2/2021,North Macedonia,103746,4.979696455,2083380
3/3/2021,North Macedonia,104548,5.018191593,2083380
3/4/2021,North Macedonia,105269,5.052798817,2083380
3/5/2021,North Macedonia,106110,5.093165913,2083380
3/6/2021,North Macedonia,106832,5.127821137,2083380
3/7/2021,North Macedonia,107163,5.143708781,2083380
3/8/2021,North Macedonia,107479,5.158876441,2083380
3/9/2021,North Macedonia,108350,5.200683505,2083380
3/10/2021,North Macedonia,109262,5.244458524,2083380
3/11/2021,North Macedonia,110209,5.289913506,2083380
3/12/2021,North Macedonia,111077,5.331576573,2083380
3/13/2021,North Macedonia,112107,5.381015465,2083380
3/14/2021,North Macedonia,112646,5.406886886,2083380
3/15/2021,North Macedonia,112930,5.420518580,2083380
3/16/2021,North Macedonia,113929,5.468469506,2083380
3/17/2021,North Macedonia,115222,5.530532116,2083380
3/18/2021,North Macedonia,116438,5.588898809,2083380
3/19/2021,North Macedonia,117437,5.636849735,2083380
3/20/2021,North Macedonia,118736,5.699200338,2083380
3/21/2021,North Macedonia,119378,5.730015648,2083380
3/22/2021,North Macedonia,119828,5.751615164,2083380
3/23/2021,North Macedonia,120882,5.802206031,2083380
3/24/2021,North Macedonia,122227,5.866764584,2083380
3/25/2021,North Macedonia,123491,5.927435225,2083380
3/26/2021,North Macedonia,124910,5.995545700,2083380
3/27/2021,North Macedonia,126230,6.058904281,2083380
3/28/2021,North Macedonia,126938,6.092887519,2083380
3/29/2021,North Macedonia,127240,6.107383195,2083380
3/30/2021,North Macedonia,128511,6.168389828,2083380
3/31/2021,North Macedonia,130022,6.240916203,2083380
4/1/2021,North Macedonia,131424,6.308210696,2083380
4/2/2021,North Macedonia,132740,6.371377281,2083380
4/3/2021,North Macedonia,134134,6.438287782,2083380
4/4/2021,North Macedonia,134867,6.473470994,2083380
4/5/2021,North Macedonia,135167,6.487870672,2083380
4/6/2021,North Macedonia,136426,6.548301318,2083380
4/7/2021,North Macedonia,137728,6.610795918,2083380
4/8/2021,North Macedonia,138891,6.666618668,2083380
4/9/2021,North Macedonia,140065,6.722969405,2083380
4/10/2021,North Macedonia,141157,6.775384231,2083380
4/11/2021,North Macedonia,141844,6.808359493,2083380
4/12/2021,North Macedonia,142034,6.817479288,2083380
4/13/2021,North Macedonia,143162,6.871622076,2083380
4/14/2021,North Macedonia,144111,6.917173055,2083380
4/15/2021,North Macedonia,145001,6.959892098,2083380
4/16/2021,North Macedonia,145909,7.003475122,2083380
4/17/2021,North Macedonia,146733,7.043026236,2083380
4/18/2021,North Macedonia,147094,7.060353848,2083380
4/19/2021,North Macedonia,147229,7.066833703,2083380
4/20/2021,North Macedonia,147995,7.103600879,2083380
4/21/2021,North Macedonia,148618,7.133504210,2083380
4/22/2021,North Macedonia,149221,7.162447561,2083380
4/23/2021,North Macedonia,149710,7.185919035,2083380
4/24/2021,North Macedonia,150274,7.212990429,2083380
4/25/2021,North Macedonia,150588,7.228062091,2083380
4/26/2021,North Macedonia,150672,7.232094001,2083380
4/27/2021,North Macedonia,151122,7.253693517,2083380
4/28/2021,North Macedonia,151569,7.275149037,2083380
4/29/2021,North Macedonia,152002,7.295932571,2083380
4/30/2021,North Macedonia,152367,7.313452179,2083380
5/13/2020,Lesotho,1,4.667984906e-05,2142252
5/14/2020,Lesotho,1,4.667984906e-05,2142252
5/15/2020,Lesotho,1,4.667984906e-05,2142252
5/16/2020,Lesotho,1,4.667984906e-05,2142252
5/17/2020,Lesotho,1,4.667984906e-05,2142252
5/18/2020,Lesotho,1,4.667984906e-05,2142252
5/19/2020,Lesotho,1,4.667984906e-05,2142252
5/20/2020,Lesotho,1,4.667984906e-05,2142252
5/21/2020,Lesotho,1,4.667984906e-05,2142252
5/22/2020,Lesotho,2,9.335969811e-05,2142252
5/23/2020,Lesotho,2,9.335969811e-05,2142252
5/24/2020,Lesotho,2,9.335969811e-05,2142252
5/25/2020,Lesotho,2,9.335969811e-05,2142252
5/26/2020,Lesotho,2,9.335969811e-05,2142252
5/27/2020,Lesotho,2,9.335969811e-05,2142252
5/28/2020,Lesotho,2,9.335969811e-05,2142252
5/29/2020,Lesotho,2,9.335969811e-05,2142252
5/30/2020,Lesotho,2,9.335969811e-05,2142252
5/31/2020,Lesotho,2,9.335969811e-05,2142252
6/1/2020,Lesotho,2,9.335969811e-05,2142252
6/2/2020,Lesotho,2,9.335969811e-05,2142252
6/3/2020,Lesotho,4,0.000186719,2142252
6/4/2020,Lesotho,4,0.000186719,2142252
6/5/2020,Lesotho,4,0.000186719,2142252
6/6/2020,Lesotho,4,0.000186719,2142252
6/7/2020,Lesotho,4,0.000186719,2142252
6/8/2020,Lesotho,4,0.000186719,2142252
6/9/2020,Lesotho,4,0.000186719,2142252
6/10/2020,Lesotho,4,0.000186719,2142252
6/11/2020,Lesotho,4,0.000186719,2142252
6/12/2020,Lesotho,4,0.000186719,2142252
6/13/2020,Lesotho,4,0.000186719,2142252
6/14/2020,Lesotho,4,0.000186719,2142252
6/15/2020,Lesotho,4,0.000186719,2142252
6/16/2020,Lesotho,4,0.000186719,2142252
6/17/2020,Lesotho,4,0.000186719,2142252
6/18/2020,Lesotho,4,0.000186719,2142252
6/19/2020,Lesotho,4,0.000186719,2142252
6/20/2020,Lesotho,4,0.000186719,2142252
6/21/2020,Lesotho,4,0.000186719,2142252
6/22/2020,Lesotho,12,0.000560158,2142252
6/23/2020,Lesotho,17,0.000793557,2142252
6/24/2020,Lesotho,17,0.000793557,2142252
6/25/2020,Lesotho,17,0.000793557,2142252
6/26/2020,Lesotho,24,0.001120316,2142252
6/27/2020,Lesotho,24,0.001120316,2142252
6/28/2020,Lesotho,27,0.001260356,2142252
6/29/2020,Lesotho,27,0.001260356,2142252
6/30/2020,Lesotho,27,0.001260356,2142252
7/1/2020,Lesotho,35,0.001633795,2142252
7/2/2020,Lesotho,35,0.001633795,2142252
7/3/2020,Lesotho,35,0.001633795,2142252
7/4/2020,Lesotho,35,0.001633795,2142252
7/5/2020,Lesotho,79,0.003687708,2142252
7/6/2020,Lesotho,91,0.004247866,2142252
7/7/2020,Lesotho,91,0.004247866,2142252
7/8/2020,Lesotho,91,0.004247866,2142252
7/9/2020,Lesotho,134,0.006255100,2142252
7/10/2020,Lesotho,184,0.008589092,2142252
7/11/2020,Lesotho,184,0.008589092,2142252
7/12/2020,Lesotho,233,0.010876405,2142252
7/13/2020,Lesotho,245,0.011436563,2142252
7/14/2020,Lesotho,256,0.011950041,2142252
7/15/2020,Lesotho,256,0.011950041,2142252
7/16/2020,Lesotho,256,0.011950041,2142252
7/17/2020,Lesotho,311,0.014517433,2142252
7/18/2020,Lesotho,359,0.016758066,2142252
7/19/2020,Lesotho,359,0.016758066,2142252
7/20/2020,Lesotho,359,0.016758066,2142252
7/21/2020,Lesotho,359,0.016758066,2142252
7/22/2020,Lesotho,359,0.016758066,2142252
7/23/2020,Lesotho,359,0.016758066,2142252
7/24/2020,Lesotho,359,0.016758066,2142252
7/25/2020,Lesotho,419,0.019558857,2142252
7/26/2020,Lesotho,505,0.023573324,2142252
7/27/2020,Lesotho,505,0.023573324,2142252
7/28/2020,Lesotho,505,0.023573324,2142252
7/29/2020,Lesotho,576,0.026887593,2142252
7/30/2020,Lesotho,604,0.028194629,2142252
7/31/2020,Lesotho,604,0.028194629,2142252
8/1/2020,Lesotho,702,0.032769254,2142252
8/2/2020,Lesotho,718,0.033516132,2142252
8/3/2020,Lesotho,718,0.033516132,2142252
8/4/2020,Lesotho,726,0.033889570,2142252
8/5/2020,Lesotho,726,0.033889570,2142252
8/6/2020,Lesotho,742,0.034636448,2142252
8/7/2020,Lesotho,742,0.034636448,2142252
8/8/2020,Lesotho,742,0.034636448,2142252
8/9/2020,Lesotho,742,0.034636448,2142252
8/10/2020,Lesotho,781,0.036456962,2142252
8/11/2020,Lesotho,781,0.036456962,2142252
8/12/2020,Lesotho,798,0.037250520,2142252
8/13/2020,Lesotho,884,0.041264987,2142252
8/14/2020,Lesotho,884,0.041264987,2142252
8/15/2020,Lesotho,903,0.042151904,2142252
8/16/2020,Lesotho,903,0.042151904,2142252
8/17/2020,Lesotho,946,0.044159137,2142252
8/18/2020,Lesotho,946,0.044159137,2142252
8/19/2020,Lesotho,946,0.044159137,2142252
8/20/2020,Lesotho,996,0.046493130,2142252
8/21/2020,Lesotho,1015,0.047380047,2142252
8/22/2020,Lesotho,1015,0.047380047,2142252
8/23/2020,Lesotho,1015,0.047380047,2142252
8/24/2020,Lesotho,1015,0.047380047,2142252
8/25/2020,Lesotho,1049,0.048967162,2142252
8/26/2020,Lesotho,1051,0.049060521,2142252
8/27/2020,Lesotho,1051,0.049060521,2142252
8/28/2020,Lesotho,1051,0.049060521,2142252
8/29/2020,Lesotho,1051,0.049060521,2142252
8/30/2020,Lesotho,1085,0.050647636,2142252
8/31/2020,Lesotho,1085,0.050647636,2142252
9/1/2020,Lesotho,1085,0.050647636,2142252
9/2/2020,Lesotho,1085,0.050647636,2142252
9/3/2020,Lesotho,1085,0.050647636,2142252
9/4/2020,Lesotho,1148,0.053588467,2142252
9/5/2020,Lesotho,1148,0.053588467,2142252
9/6/2020,Lesotho,1148,0.053588467,2142252
9/7/2020,Lesotho,1148,0.053588467,2142252
9/8/2020,Lesotho,1148,0.053588467,2142252
9/9/2020,Lesotho,1164,0.054335344,2142252
9/10/2020,Lesotho,1164,0.054335344,2142252
9/11/2020,Lesotho,1245,0.058116412,2142252
9/12/2020,Lesotho,1245,0.058116412,2142252
9/13/2020,Lesotho,1245,0.058116412,2142252
9/14/2020,Lesotho,1245,0.058116412,2142252
9/15/2020,Lesotho,1327,0.061944160,2142252
9/16/2020,Lesotho,1327,0.061944160,2142252
9/17/2020,Lesotho,1327,0.061944160,2142252
9/18/2020,Lesotho,1390,0.064884990,2142252
9/19/2020,Lesotho,1390,0.064884990,2142252
9/20/2020,Lesotho,1424,0.066472105,2142252
9/21/2020,Lesotho,1424,0.066472105,2142252
9/22/2020,Lesotho,1424,0.066472105,2142252
9/23/2020,Lesotho,1507,0.070346533,2142252
9/24/2020,Lesotho,1554,0.072540485,2142252
9/25/2020,Lesotho,1558,0.072727205,2142252
9/26/2020,Lesotho,1558,0.072727205,2142252
9/27/2020,Lesotho,1558,0.072727205,2142252
9/28/2020,Lesotho,1565,0.073053964,2142252
9/29/2020,Lesotho,1576,0.073567442,2142252
9/30/2020,Lesotho,1595,0.074454359,2142252
10/1/2020,Lesotho,1639,0.076508273,2142252
10/2/2020,Lesotho,1680,0.078422146,2142252
10/3/2020,Lesotho,1680,0.078422146,2142252
10/4/2020,Lesotho,1683,0.078562186,2142252
10/5/2020,Lesotho,1683,0.078562186,2142252
10/6/2020,Lesotho,1683,0.078562186,2142252
10/7/2020,Lesotho,1767,0.082483293,2142252
10/8/2020,Lesotho,1786,0.083370210,2142252
10/9/2020,Lesotho,1800,0.084023728,2142252
10/10/2020,Lesotho,1800,0.084023728,2142252
10/11/2020,Lesotho,1805,0.084257128,2142252
10/12/2020,Lesotho,1805,0.084257128,2142252
10/13/2020,Lesotho,1822,0.085050685,2142252
10/14/2020,Lesotho,1833,0.085564163,2142252
10/15/2020,Lesotho,1833,0.085564163,2142252
10/16/2020,Lesotho,1833,0.085564163,2142252
10/17/2020,Lesotho,1833,0.085564163,2142252
10/18/2020,Lesotho,1833,0.085564163,2142252
10/19/2020,Lesotho,1833,0.085564163,2142252
10/20/2020,Lesotho,1918,0.089531950,2142252
10/21/2020,Lesotho,1918,0.089531950,2142252
10/22/2020,Lesotho,1923,0.089765350,2142252
10/23/2020,Lesotho,1934,0.090278828,2142252
10/24/2020,Lesotho,1940,0.090558907,2142252
10/25/2020,Lesotho,1940,0.090558907,2142252
10/26/2020,Lesotho,1943,0.090698947,2142252
10/27/2020,Lesotho,1947,0.090885666,2142252
10/28/2020,Lesotho,1947,0.090885666,2142252
10/29/2020,Lesotho,1947,0.090885666,2142252
10/30/2020,Lesotho,1953,0.091165745,2142252
10/31/2020,Lesotho,1953,0.091165745,2142252
11/1/2020,Lesotho,1953,0.091165745,2142252
11/2/2020,Lesotho,1961,0.091539184,2142252
11/3/2020,Lesotho,1961,0.091539184,2142252
11/4/2020,Lesotho,1963,0.091632544,2142252
11/5/2020,Lesotho,1963,0.091632544,2142252
11/6/2020,Lesotho,1967,0.091819263,2142252
11/7/2020,Lesotho,1967,0.091819263,2142252
11/8/2020,Lesotho,1967,0.091819263,2142252
11/9/2020,Lesotho,1967,0.091819263,2142252
11/10/2020,Lesotho,2026,0.094573374,2142252
11/11/2020,Lesotho,2026,0.094573374,2142252
11/12/2020,Lesotho,2026,0.094573374,2142252
11/13/2020,Lesotho,2041,0.095273572,2142252
11/14/2020,Lesotho,2041,0.095273572,2142252
11/15/2020,Lesotho,2041,0.095273572,2142252
11/16/2020,Lesotho,2041,0.095273572,2142252
11/17/2020,Lesotho,2052,0.095787050,2142252
11/18/2020,Lesotho,2058,0.096067129,2142252
11/19/2020,Lesotho,2065,0.096393888,2142252
11/20/2020,Lesotho,2066,0.096440568,2142252
11/21/2020,Lesotho,2085,0.097327485,2142252
11/22/2020,Lesotho,2086,0.097374165,2142252
11/23/2020,Lesotho,2086,0.097374165,2142252
11/24/2020,Lesotho,2092,0.097654244,2142252
11/25/2020,Lesotho,2092,0.097654244,2142252
11/26/2020,Lesotho,2109,0.098447802,2142252
11/27/2020,Lesotho,2109,0.098447802,2142252
11/28/2020,Lesotho,2109,0.098447802,2142252
11/29/2020,Lesotho,2109,0.098447802,2142252
11/30/2020,Lesotho,2109,0.098447802,2142252
12/1/2020,Lesotho,2137,0.099754837,2142252
12/2/2020,Lesotho,2142,0.099988237,2142252
12/3/2020,Lesotho,2145,0.100128276,2142252
12/4/2020,Lesotho,2150,0.100361675,2142252
12/5/2020,Lesotho,2150,0.100361675,2142252
12/6/2020,Lesotho,2150,0.100361675,2142252
12/7/2020,Lesotho,2150,0.100361675,2142252
12/8/2020,Lesotho,2150,0.100361675,2142252
12/9/2020,Lesotho,2164,0.101015193,2142252
12/10/2020,Lesotho,2178,0.101668711,2142252
12/11/2020,Lesotho,2214,0.103349186,2142252
12/12/2020,Lesotho,2250,0.105029660,2142252
12/13/2020,Lesotho,2250,0.105029660,2142252
12/14/2020,Lesotho,2277,0.106290016,2142252
12/15/2020,Lesotho,2307,0.107690412,2142252
12/16/2020,Lesotho,2365,0.110397843,2142252
12/17/2020,Lesotho,2400,0.112031638,2142252
12/18/2020,Lesotho,2546,0.118846896,2142252
12/19/2020,Lesotho,2546,0.118846896,2142252
12/20/2020,Lesotho,2546,0.118846896,2142252
12/21/2020,Lesotho,2546,0.118846896,2142252
12/22/2020,Lesotho,2546,0.118846896,2142252
12/23/2020,Lesotho,2725,0.127202589,2142252
12/24/2020,Lesotho,2725,0.127202589,2142252
12/25/2020,Lesotho,2725,0.127202589,2142252
12/26/2020,Lesotho,2725,0.127202589,2142252
12/27/2020,Lesotho,2725,0.127202589,2142252
12/28/2020,Lesotho,2956,0.137985634,2142252
12/29/2020,Lesotho,3005,0.140272946,2142252
12/30/2020,Lesotho,3094,0.144427453,2142252
12/31/2020,Lesotho,3094,0.144427453,2142252
1/1/2021,Lesotho,3206,0.149655596,2142252
1/2/2021,Lesotho,3206,0.149655596,2142252
1/3/2021,Lesotho,3206,0.149655596,2142252
1/4/2021,Lesotho,3206,0.149655596,2142252
1/5/2021,Lesotho,3206,0.149655596,2142252
1/6/2021,Lesotho,4137,0.193114536,2142252
1/7/2021,Lesotho,4351,0.203104023,2142252
1/8/2021,Lesotho,5170,0.241334820,2142252
1/9/2021,Lesotho,5203,0.242875255,2142252
1/10/2021,Lesotho,5937,0.277138264,2142252
1/11/2021,Lesotho,5937,0.277138264,2142252
1/12/2021,Lesotho,5937,0.277138264,2142252
1/13/2021,Lesotho,6241,0.291328938,2142252
1/14/2021,Lesotho,6356,0.296697121,2142252
1/15/2021,Lesotho,6371,0.297397318,2142252
1/16/2021,Lesotho,6371,0.297397318,2142252
1/17/2021,Lesotho,6371,0.297397318,2142252
1/18/2021,Lesotho,7018,0.327599181,2142252
1/19/2021,Lesotho,7018,0.327599181,2142252
1/20/2021,Lesotho,7035,0.328392738,2142252
1/21/2021,Lesotho,7504,0.350285587,2142252
1/22/2021,Lesotho,7555,0.352666260,2142252
1/23/2021,Lesotho,7656,0.357380924,2142252
1/24/2021,Lesotho,7656,0.357380924,2142252
1/25/2021,Lesotho,8044,0.375492706,2142252
1/26/2021,Lesotho,8047,0.375632745,2142252
1/27/2021,Lesotho,8047,0.375632745,2142252
1/28/2021,Lesotho,8278,0.386415790,2142252
1/29/2021,Lesotho,8610,0.401913500,2142252
1/30/2021,Lesotho,8649,0.403734014,2142252
1/31/2021,Lesotho,8664,0.404434212,2142252
2/1/2021,Lesotho,8900,0.415450657,2142252
2/2/2021,Lesotho,8900,0.415450657,2142252
2/3/2021,Lesotho,8969,0.418671566,2142252
2/4/2021,Lesotho,8969,0.418671566,2142252
2/5/2021,Lesotho,9216,0.430201489,2142252
2/6/2021,Lesotho,9380,0.437856984,2142252
2/7/2021,Lesotho,9380,0.437856984,2142252
2/8/2021,Lesotho,9380,0.437856984,2142252
2/9/2021,Lesotho,9718,0.453634773,2142252
2/10/2021,Lesotho,9804,0.457649240,2142252
2/11/2021,Lesotho,9819,0.458349438,2142252
2/12/2021,Lesotho,9852,0.459889873,2142252
2/13/2021,Lesotho,9852,0.459889873,2142252
2/14/2021,Lesotho,9965,0.465164696,2142252
2/15/2021,Lesotho,10254,0.478655172,2142252
2/16/2021,Lesotho,10350,0.483136438,2142252
2/17/2021,Lesotho,10375,0.484303434,2142252
2/18/2021,Lesotho,10455,0.488037822,2142252
2/19/2021,Lesotho,10455,0.488037822,2142252
2/20/2021,Lesotho,10461,0.488317901,2142252
2/21/2021,Lesotho,10461,0.488317901,2142252
2/22/2021,Lesotho,10466,0.488551300,2142252
2/23/2021,Lesotho,10467,0.488597980,2142252
2/24/2021,Lesotho,10467,0.488597980,2142252
2/25/2021,Lesotho,10468,0.488644660,2142252
2/26/2021,Lesotho,10491,0.489718296,2142252
2/27/2021,Lesotho,10491,0.489718296,2142252
2/28/2021,Lesotho,10491,0.489718296,2142252
3/1/2021,Lesotho,10495,0.489905016,2142252
3/2/2021,Lesotho,10497,0.489998376,2142252
